time,cell_id,generation,type,effect_size,mutation_string
37,11,3,down,0.0,Plk1_rate_down_0
37,11,3,down,0.0,Plk1_rate_down_0
37,11,3,down,0.0,Plk1_rate_down_0
37,12,3,down,0.0,Plk1_rate_down_0
37,12,3,down,0.0,Plk1_rate_down_0
37,12,3,down,0.0,Plk1_rate_down_0
37,13,2,down,0.0,Plk1_rate_down_0
37,13,2,down,0.0,Plk1_rate_down_0
37,13,2,down,0.0,Plk1_rate_down_0
37,14,1,down,0.0,Plk1_rate_down_0
37,14,1,down,0.0,Plk1_rate_down_0
37,14,1,down,0.0,Plk1_rate_down_0
37,14,1,down,0.0,Plk1_rate_down_0
37,15,2,down,0.0,Plk1_rate_down_0
37,15,2,down,0.0,Plk1_rate_down_0
37,16,2,down,0.0,Plk1_rate_down_0
37,16,2,down,0.0,Plk1_rate_down_0
37,16,2,down,0.0,Plk1_rate_down_0
37,16,2,down,0.0,Plk1_rate_down_0
37,17,3,down,0.0,Plk1_rate_down_0
37,17,3,down,0.0,Plk1_rate_down_0
37,17,3,down,0.0,Plk1_rate_down_0
37,17,3,down,0.0,Plk1_rate_down_0
37,17,3,down,0.0,Plk1_rate_down_0
37,18,4,down,0.0,Plk1_rate_down_0
37,18,4,down,0.0,Plk1_rate_down_0
37,18,4,down,0.0,Plk1_rate_down_0
37,19,3,down,0.0,Plk1_rate_down_0
37,19,3,down,0.0,Plk1_rate_down_0
37,19,3,down,0.0,Plk1_rate_down_0
37,20,3,down,0.0,Plk1_rate_down_0
37,20,3,down,0.0,Plk1_rate_down_0
37,21,4,down,0.0,Plk1_rate_down_0
37,21,4,down,0.0,Plk1_rate_down_0
37,21,4,down,0.0,Plk1_rate_down_0
37,21,4,down,0.0,Plk1_rate_down_0
37,21,4,down,0.0,Plk1_rate_down_0
38,0,0,down,0.0,Plk1_rate_down_0
38,0,0,down,0.0,Plk1_rate_down_0
38,0,0,down,0.0,Plk1_rate_down_0
38,2,1,down,0.0,Plk1_rate_down_0
38,2,1,down,0.0,Plk1_rate_down_0
38,2,1,down,0.0,Plk1_rate_down_0
38,3,1,down,0.0,Plk1_rate_down_0
38,3,1,down,0.0,Plk1_rate_down_0
38,3,1,down,0.0,Plk1_rate_down_0
38,4,2,down,0.0,Plk1_rate_down_0
38,4,2,down,0.0,Plk1_rate_down_0
38,4,2,down,0.0,Plk1_rate_down_0
38,5,2,down,0.0,Plk1_rate_down_0
38,5,2,down,0.0,Plk1_rate_down_0
38,5,2,down,0.0,Plk1_rate_down_0
38,5,2,down,0.0,Plk1_rate_down_0
38,6,1,down,0.0,Plk1_rate_down_0
38,6,1,down,0.0,Plk1_rate_down_0
38,7,2,down,0.0,Plk1_rate_down_0
38,7,2,down,0.0,Plk1_rate_down_0
38,7,2,down,0.0,Plk1_rate_down_0
38,8,2,down,0.0,Plk1_rate_down_0
38,8,2,down,0.0,Plk1_rate_down_0
38,9,1,down,0.0,Plk1_rate_down_0
38,9,1,down,0.0,Plk1_rate_down_0
38,10,2,down,0.0,Plk1_rate_down_0
38,10,2,down,0.0,Plk1_rate_down_0
38,10,2,down,0.0,Plk1_rate_down_0
38,11,3,down,0.0,Plk1_rate_down_0
38,11,3,down,0.0,Plk1_rate_down_0
38,11,3,down,0.0,Plk1_rate_down_0
38,12,3,down,0.0,Plk1_rate_down_0
38,12,3,down,0.0,Plk1_rate_down_0
38,12,3,down,0.0,Plk1_rate_down_0
38,13,2,down,0.0,Plk1_rate_down_0
38,13,2,down,0.0,Plk1_rate_down_0
38,13,2,down,0.0,Plk1_rate_down_0
38,14,1,down,0.0,Plk1_rate_down_0
38,14,1,down,0.0,Plk1_rate_down_0
38,14,1,down,0.0,Plk1_rate_down_0
38,14,1,down,0.0,Plk1_rate_down_0
38,15,2,down,0.0,Plk1_rate_down_0
38,15,2,down,0.0,Plk1_rate_down_0
38,16,2,down,0.0,Plk1_rate_down_0
38,16,2,down,0.0,Plk1_rate_down_0
38,16,2,down,0.0,Plk1_rate_down_0
38,16,2,down,0.0,Plk1_rate_down_0
38,17,3,down,0.0,Plk1_rate_down_0
38,17,3,down,0.0,Plk1_rate_down_0
38,17,3,down,0.0,Plk1_rate_down_0
38,17,3,down,0.0,Plk1_rate_down_0
38,17,3,down,0.0,Plk1_rate_down_0
38,18,4,down,0.0,Plk1_rate_down_0
38,18,4,down,0.0,Plk1_rate_down_0
38,18,4,down,0.0,Plk1_rate_down_0
38,19,3,down,0.0,Plk1_rate_down_0
38,19,3,down,0.0,Plk1_rate_down_0
