time,cell_id,generation,type,effect_size,mutation_string
58,30,5,down,0.0,Plk1_rate_down_0
58,30,5,down,0.0,Plk1_rate_down_0
58,31,3,down,0.0,Plk1_rate_down_0
58,31,3,down,0.0,Plk1_rate_down_0
58,31,3,down,0.0,Plk1_rate_down_0
58,31,3,down,0.0,Plk1_rate_down_0
58,32,2,down,0.0,Plk1_rate_down_0
58,32,2,down,0.0,Plk1_rate_down_0
58,32,2,down,0.0,Plk1_rate_down_0
58,33,4,down,0.0,Plk1_rate_down_0
58,33,4,down,0.0,Plk1_rate_down_0
58,33,4,down,0.0,Plk1_rate_down_0
58,33,4,down,0.0,Plk1_rate_down_0
58,34,4,down,0.0,Plk1_rate_down_0
58,34,4,down,0.0,Plk1_rate_down_0
58,34,4,down,0.0,Plk1_rate_down_0
58,34,4,down,0.0,Plk1_rate_down_0
58,34,4,down,0.0,Plk1_rate_down_0
58,35,3,down,0.0,Plk1_rate_down_0
58,35,3,down,0.0,Plk1_rate_down_0
58,35,3,down,0.0,Plk1_rate_down_0
58,35,3,down,0.0,Plk1_rate_down_0
58,35,3,down,0.0,Plk1_rate_down_0
58,36,2,down,0.0,Plk1_rate_down_0
58,36,2,down,0.0,Plk1_rate_down_0
58,36,2,down,0.0,Plk1_rate_down_0
58,36,2,down,0.0,Plk1_rate_down_0
58,36,2,down,0.0,Plk1_rate_down_0
58,37,5,down,0.0,Plk1_rate_down_0
58,37,5,down,0.0,Plk1_rate_down_0
58,37,5,down,0.0,Plk1_rate_down_0
58,37,5,down,0.0,Plk1_rate_down_0
58,37,5,down,0.0,Plk1_rate_down_0
58,38,5,down,0.0,Plk1_rate_down_0
58,38,5,down,0.0,Plk1_rate_down_0
58,38,5,down,0.0,Plk1_rate_down_0
58,38,5,down,0.0,Plk1_rate_down_0
58,38,5,down,0.0,Plk1_rate_down_0
58,38,5,down,0.0,Plk1_rate_down_0
58,39,2,down,0.0,Plk1_rate_down_0
58,39,2,down,0.0,Plk1_rate_down_0
58,39,2,down,0.0,Plk1_rate_down_0
58,39,2,down,0.0,Plk1_rate_down_0
58,39,2,down,0.0,Plk1_rate_down_0
58,40,4,down,0.0,Plk1_rate_down_0
58,40,4,down,0.0,Plk1_rate_down_0
58,40,4,down,0.0,Plk1_rate_down_0
58,41,4,down,0.0,Plk1_rate_down_0
58,41,4,down,0.0,Plk1_rate_down_0
58,41,4,down,0.0,Plk1_rate_down_0
58,41,4,down,0.0,Plk1_rate_down_0
58,41,4,down,0.0,Plk1_rate_down_0
58,41,4,down,0.0,Plk1_rate_down_0
58,42,6,down,0.0,Plk1_rate_down_0
58,42,6,down,0.0,Plk1_rate_down_0
58,42,6,down,0.0,Plk1_rate_down_0
58,42,6,down,0.0,Plk1_rate_down_0
58,43,3,down,0.0,Plk1_rate_down_0
58,43,3,down,0.0,Plk1_rate_down_0
58,43,3,down,0.0,Plk1_rate_down_0
58,43,3,down,0.0,Plk1_rate_down_0
58,43,3,down,0.0,Plk1_rate_down_0
58,43,3,down,0.0,Plk1_rate_down_0
58,44,4,down,0.0,Plk1_rate_down_0
58,44,4,down,0.0,Plk1_rate_down_0
58,44,4,down,0.0,Plk1_rate_down_0
58,44,4,down,0.0,Plk1_rate_down_0
58,44,4,down,0.0,Plk1_rate_down_0
58,45,5,down,0.0,Plk1_rate_down_0
58,45,5,down,0.0,Plk1_rate_down_0
58,45,5,down,0.0,Plk1_rate_down_0
58,45,5,down,0.0,Plk1_rate_down_0
58,46,3,down,0.0,Plk1_rate_down_0
58,46,3,down,0.0,Plk1_rate_down_0
58,46,3,down,0.0,Plk1_rate_down_0
58,46,3,down,0.0,Plk1_rate_down_0
58,46,3,down,0.0,Plk1_rate_down_0
58,47,5,down,0.0,Plk1_rate_down_0
58,47,5,down,0.0,Plk1_rate_down_0
58,47,5,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,48,3,down,0.0,Plk1_rate_down_0
58,49,2,down,0.0,Plk1_rate_down_0
58,49,2,down,0.0,Plk1_rate_down_0
58,49,2,down,0.0,Plk1_rate_down_0
58,49,2,down,0.0,Plk1_rate_down_0
58,50,3,down,0.0,Plk1_rate_down_0
58,50,3,down,0.0,Plk1_rate_down_0
58,50,3,down,0.0,Plk1_rate_down_0
58,51,6,down,0.0,Plk1_rate_down_0
58,51,6,down,0.0,Plk1_rate_down_0
58,51,6,down,0.0,Plk1_rate_down_0
58,51,6,down,0.0,Plk1_rate_down_0
58,51,6,down,0.0,Plk1_rate_down_0
58,52,3,down,0.0,Plk1_rate_down_0
58,52,3,down,0.0,Plk1_rate_down_0
58,52,3,down,0.0,Plk1_rate_down_0
58,52,3,down,0.0,Plk1_rate_down_0
58,52,3,down,0.0,Plk1_rate_down_0
58,53,5,down,0.0,Plk1_rate_down_0
58,53,5,down,0.0,Plk1_rate_down_0
58,53,5,down,0.0,Plk1_rate_down_0
58,53,5,down,0.0,Plk1_rate_down_0
58,53,5,down,0.0,Plk1_rate_down_0
58,53,5,down,0.0,Plk1_rate_down_0
58,54,4,down,0.0,Plk1_rate_down_0
58,54,4,down,0.0,Plk1_rate_down_0
58,54,4,down,0.0,Plk1_rate_down_0
58,54,4,down,0.0,Plk1_rate_down_0
58,54,4,down,0.0,Plk1_rate_down_0
58,54,4,down,0.0,Plk1_rate_down_0
58,55,6,down,0.0,Plk1_rate_down_0
58,55,6,down,0.0,Plk1_rate_down_0
58,55,6,down,0.0,Plk1_rate_down_0
58,55,6,down,0.0,Plk1_rate_down_0
58,55,6,down,0.0,Plk1_rate_down_0
58,55,6,down,0.0,Plk1_rate_down_0
58,56,4,down,0.0,Plk1_rate_down_0
58,56,4,down,0.0,Plk1_rate_down_0
58,56,4,down,0.0,Plk1_rate_down_0
58,56,4,down,0.0,Plk1_rate_down_0
58,56,4,down,0.0,Plk1_rate_down_0
58,56,4,down,0.0,Plk1_rate_down_0
58,57,3,down,0.0,Plk1_rate_down_0
58,57,3,down,0.0,Plk1_rate_down_0
58,57,3,down,0.0,Plk1_rate_down_0
58,57,3,down,0.0,Plk1_rate_down_0
58,58,2,down,0.0,Plk1_rate_down_0
58,58,2,down,0.0,Plk1_rate_down_0
58,59,3,down,0.0,Plk1_rate_down_0
58,59,3,down,0.0,Plk1_rate_down_0
58,59,3,down,0.0,Plk1_rate_down_0
58,59,3,down,0.0,Plk1_rate_down_0
58,60,3,down,0.0,Plk1_rate_down_0
58,60,3,down,0.0,Plk1_rate_down_0
58,60,3,down,0.0,Plk1_rate_down_0
58,61,4,down,0.0,Plk1_rate_down_0
58,61,4,down,0.0,Plk1_rate_down_0
58,61,4,down,0.0,Plk1_rate_down_0
58,61,4,down,0.0,Plk1_rate_down_0
58,62,2,down,0.0,Plk1_rate_down_0
58,62,2,down,0.0,Plk1_rate_down_0
58,63,3,down,0.0,Plk1_rate_down_0
58,63,3,down,0.0,Plk1_rate_down_0
58,63,3,down,0.0,Plk1_rate_down_0
58,63,3,down,0.0,Plk1_rate_down_0
58,63,3,down,0.0,Plk1_rate_down_0
58,64,3,down,0.0,Plk1_rate_down_0
58,64,3,down,0.0,Plk1_rate_down_0
58,65,5,down,0.0,Plk1_rate_down_0
58,65,5,down,0.0,Plk1_rate_down_0
58,65,5,down,0.0,Plk1_rate_down_0
58,66,3,down,0.0,Plk1_rate_down_0
58,66,3,down,0.0,Plk1_rate_down_0
58,66,3,down,0.0,Plk1_rate_down_0
58,66,3,down,0.0,Plk1_rate_down_0
58,67,1,down,0.0,Plk1_rate_down_0
58,67,1,down,0.0,Plk1_rate_down_0
58,67,1,down,0.0,Plk1_rate_down_0
58,67,1,down,0.0,Plk1_rate_down_0
58,68,4,down,0.0,Plk1_rate_down_0
58,68,4,down,0.0,Plk1_rate_down_0
58,68,4,down,0.0,Plk1_rate_down_0
58,68,4,down,0.0,Plk1_rate_down_0
58,68,4,down,0.0,Plk1_rate_down_0
58,68,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,69,4,down,0.0,Plk1_rate_down_0
58,70,6,down,0.0,Plk1_rate_down_0
58,70,6,down,0.0,Plk1_rate_down_0
58,70,6,down,0.0,Plk1_rate_down_0
58,70,6,down,0.0,Plk1_rate_down_0
58,71,7,down,0.0,Plk1_rate_down_0
58,71,7,down,0.0,Plk1_rate_down_0
58,71,7,down,0.0,Plk1_rate_down_0
58,71,7,down,0.0,Plk1_rate_down_0
58,72,4,down,0.0,Plk1_rate_down_0
58,72,4,down,0.0,Plk1_rate_down_0
58,72,4,down,0.0,Plk1_rate_down_0
58,72,4,down,0.0,Plk1_rate_down_0
58,72,4,down,0.0,Plk1_rate_down_0
58,72,4,down,0.0,Plk1_rate_down_0
58,73,5,down,0.0,Plk1_rate_down_0
58,73,5,down,0.0,Plk1_rate_down_0
58,73,5,down,0.0,Plk1_rate_down_0
58,73,5,down,0.0,Plk1_rate_down_0
58,74,3,down,0.0,Plk1_rate_down_0
58,74,3,down,0.0,Plk1_rate_down_0
58,74,3,down,0.0,Plk1_rate_down_0
58,74,3,down,0.0,Plk1_rate_down_0
58,74,3,down,0.0,Plk1_rate_down_0
58,75,6,down,0.0,Plk1_rate_down_0
58,75,6,down,0.0,Plk1_rate_down_0
58,75,6,down,0.0,Plk1_rate_down_0
58,75,6,down,0.0,Plk1_rate_down_0
58,75,6,down,0.0,Plk1_rate_down_0
58,75,6,down,0.0,Plk1_rate_down_0
58,76,4,down,0.0,Plk1_rate_down_0
58,76,4,down,0.0,Plk1_rate_down_0
58,76,4,down,0.0,Plk1_rate_down_0
58,76,4,down,0.0,Plk1_rate_down_0
58,76,4,down,0.0,Plk1_rate_down_0
58,77,4,down,0.0,Plk1_rate_down_0
58,77,4,down,0.0,Plk1_rate_down_0
58,77,4,down,0.0,Plk1_rate_down_0
58,78,4,down,0.0,Plk1_rate_down_0
58,78,4,down,0.0,Plk1_rate_down_0
58,78,4,down,0.0,Plk1_rate_down_0
58,78,4,down,0.0,Plk1_rate_down_0
58,78,4,down,0.0,Plk1_rate_down_0
58,79,5,down,0.0,Plk1_rate_down_0
58,79,5,down,0.0,Plk1_rate_down_0
58,79,5,down,0.0,Plk1_rate_down_0
58,79,5,down,0.0,Plk1_rate_down_0
58,79,5,down,0.0,Plk1_rate_down_0
58,80,3,down,0.0,Plk1_rate_down_0
58,80,3,down,0.0,Plk1_rate_down_0
58,81,5,down,0.0,Plk1_rate_down_0
58,81,5,down,0.0,Plk1_rate_down_0
58,81,5,down,0.0,Plk1_rate_down_0
58,81,5,down,0.0,Plk1_rate_down_0
58,81,5,down,0.0,Plk1_rate_down_0
58,81,5,down,0.0,Plk1_rate_down_0
58,82,6,down,0.0,Plk1_rate_down_0
58,82,6,down,0.0,Plk1_rate_down_0
58,82,6,down,0.0,Plk1_rate_down_0
58,83,5,down,0.0,Plk1_rate_down_0
58,83,5,down,0.0,Plk1_rate_down_0
58,83,5,down,0.0,Plk1_rate_down_0
58,83,5,down,0.0,Plk1_rate_down_0
58,83,5,down,0.0,Plk1_rate_down_0
58,83,5,down,0.0,Plk1_rate_down_0
58,84,5,down,0.0,Plk1_rate_down_0
58,84,5,down,0.0,Plk1_rate_down_0
58,84,5,down,0.0,Plk1_rate_down_0
58,85,5,down,0.0,Plk1_rate_down_0
58,85,5,down,0.0,Plk1_rate_down_0
58,85,5,down,0.0,Plk1_rate_down_0
58,86,3,down,0.0,Plk1_rate_down_0
58,86,3,down,0.0,Plk1_rate_down_0
58,87,5,down,0.0,Plk1_rate_down_0
58,87,5,down,0.0,Plk1_rate_down_0
58,87,5,down,0.0,Plk1_rate_down_0
58,88,2,down,0.0,Plk1_rate_down_0
58,88,2,down,0.0,Plk1_rate_down_0
58,88,2,down,0.0,Plk1_rate_down_0
58,89,3,down,0.0,Plk1_rate_down_0
58,89,3,down,0.0,Plk1_rate_down_0
58,89,3,down,0.0,Plk1_rate_down_0
58,89,3,down,0.0,Plk1_rate_down_0
58,90,2,down,0.0,Plk1_rate_down_0
58,90,2,down,0.0,Plk1_rate_down_0
58,90,2,down,0.0,Plk1_rate_down_0
58,90,2,down,0.0,Plk1_rate_down_0
58,90,2,down,0.0,Plk1_rate_down_0
58,90,2,down,0.0,Plk1_rate_down_0
58,91,4,down,0.0,Plk1_rate_down_0
58,91,4,down,0.0,Plk1_rate_down_0
58,91,4,down,0.0,Plk1_rate_down_0
58,91,4,down,0.0,Plk1_rate_down_0
58,92,7,down,0.0,Plk1_rate_down_0
58,92,7,down,0.0,Plk1_rate_down_0
58,92,7,down,0.0,Plk1_rate_down_0
58,92,7,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,93,5,down,0.0,Plk1_rate_down_0
58,94,4,down,0.0,Plk1_rate_down_0
58,94,4,down,0.0,Plk1_rate_down_0
58,94,4,down,0.0,Plk1_rate_down_0
58,94,4,down,0.0,Plk1_rate_down_0
58,95,5,down,0.0,Plk1_rate_down_0
58,95,5,down,0.0,Plk1_rate_down_0
58,95,5,down,0.0,Plk1_rate_down_0
58,95,5,down,0.0,Plk1_rate_down_0
58,95,5,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,96,4,down,0.0,Plk1_rate_down_0
58,97,4,down,0.0,Plk1_rate_down_0
58,97,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,98,4,down,0.0,Plk1_rate_down_0
58,99,3,down,0.0,Plk1_rate_down_0
58,99,3,down,0.0,Plk1_rate_down_0
58,99,3,down,0.0,Plk1_rate_down_0
58,100,5,down,0.0,Plk1_rate_down_0
58,100,5,down,0.0,Plk1_rate_down_0
58,100,5,down,0.0,Plk1_rate_down_0
58,100,5,down,0.0,Plk1_rate_down_0
58,101,5,down,0.0,Plk1_rate_down_0
58,101,5,down,0.0,Plk1_rate_down_0
58,101,5,down,0.0,Plk1_rate_down_0
58,101,5,down,0.0,Plk1_rate_down_0
58,101,5,down,0.0,Plk1_rate_down_0
58,101,5,down,0.0,Plk1_rate_down_0
58,102,4,down,0.0,Plk1_rate_down_0
58,102,4,down,0.0,Plk1_rate_down_0
58,102,4,down,0.0,Plk1_rate_down_0
58,102,4,down,0.0,Plk1_rate_down_0
58,102,4,down,0.0,Plk1_rate_down_0
58,103,6,down,0.0,Plk1_rate_down_0
58,103,6,down,0.0,Plk1_rate_down_0
58,103,6,down,0.0,Plk1_rate_down_0
58,103,6,down,0.0,Plk1_rate_down_0
58,104,3,down,0.0,Plk1_rate_down_0
58,104,3,down,0.0,Plk1_rate_down_0
58,104,3,down,0.0,Plk1_rate_down_0
58,104,3,down,0.0,Plk1_rate_down_0
58,105,2,down,0.0,Plk1_rate_down_0
58,105,2,down,0.0,Plk1_rate_down_0
58,105,2,down,0.0,Plk1_rate_down_0
58,105,2,down,0.0,Plk1_rate_down_0
58,106,4,down,0.0,Plk1_rate_down_0
58,106,4,down,0.0,Plk1_rate_down_0
58,106,4,down,0.0,Plk1_rate_down_0
58,106,4,down,0.0,Plk1_rate_down_0
58,106,4,down,0.0,Plk1_rate_down_0
58,107,5,down,0.0,Plk1_rate_down_0
58,107,5,down,0.0,Plk1_rate_down_0
58,107,5,down,0.0,Plk1_rate_down_0
58,107,5,down,0.0,Plk1_rate_down_0
58,107,5,down,0.0,Plk1_rate_down_0
58,107,5,down,0.0,Plk1_rate_down_0
58,108,4,down,0.0,Plk1_rate_down_0
58,108,4,down,0.0,Plk1_rate_down_0
58,109,4,down,0.0,Plk1_rate_down_0
58,109,4,down,0.0,Plk1_rate_down_0
58,109,4,down,0.0,Plk1_rate_down_0
58,109,4,down,0.0,Plk1_rate_down_0
58,109,4,down,0.0,Plk1_rate_down_0
58,109,4,down,0.0,Plk1_rate_down_0
58,110,4,down,0.0,Plk1_rate_down_0
58,110,4,down,0.0,Plk1_rate_down_0
58,110,4,down,0.0,Plk1_rate_down_0
58,110,4,down,0.0,Plk1_rate_down_0
58,110,4,down,0.0,Plk1_rate_down_0
59,0,0,down,0.0,Plk1_rate_down_0
59,0,0,down,0.0,Plk1_rate_down_0
59,0,0,down,0.0,Plk1_rate_down_0
59,0,0,down,0.0,Plk1_rate_down_0
59,2,1,down,0.0,Plk1_rate_down_0
59,2,1,down,0.0,Plk1_rate_down_0
59,2,1,down,0.0,Plk1_rate_down_0
59,2,1,down,0.0,Plk1_rate_down_0
59,3,1,down,0.0,Plk1_rate_down_0
59,3,1,down,0.0,Plk1_rate_down_0
59,3,1,down,0.0,Plk1_rate_down_0
59,4,2,down,0.0,Plk1_rate_down_0
59,4,2,down,0.0,Plk1_rate_down_0
59,4,2,down,0.0,Plk1_rate_down_0
59,4,2,down,0.0,Plk1_rate_down_0
59,5,2,down,0.0,Plk1_rate_down_0
59,5,2,down,0.0,Plk1_rate_down_0
59,5,2,down,0.0,Plk1_rate_down_0
59,5,2,down,0.0,Plk1_rate_down_0
59,6,1,down,0.0,Plk1_rate_down_0
59,6,1,down,0.0,Plk1_rate_down_0
59,6,1,down,0.0,Plk1_rate_down_0
59,6,1,down,0.0,Plk1_rate_down_0
59,7,2,down,0.0,Plk1_rate_down_0
59,7,2,down,0.0,Plk1_rate_down_0
59,7,2,down,0.0,Plk1_rate_down_0
59,8,2,down,0.0,Plk1_rate_down_0
59,8,2,down,0.0,Plk1_rate_down_0
59,8,2,down,0.0,Plk1_rate_down_0
59,8,2,down,0.0,Plk1_rate_down_0
59,9,1,down,0.0,Plk1_rate_down_0
59,9,1,down,0.0,Plk1_rate_down_0
59,10,2,down,0.0,Plk1_rate_down_0
59,10,2,down,0.0,Plk1_rate_down_0
59,10,2,down,0.0,Plk1_rate_down_0
59,10,2,down,0.0,Plk1_rate_down_0
59,10,2,down,0.0,Plk1_rate_down_0
59,11,3,down,0.0,Plk1_rate_down_0
59,11,3,down,0.0,Plk1_rate_down_0
59,11,3,down,0.0,Plk1_rate_down_0
59,11,3,down,0.0,Plk1_rate_down_0
59,11,3,down,0.0,Plk1_rate_down_0
59,12,3,down,0.0,Plk1_rate_down_0
59,12,3,down,0.0,Plk1_rate_down_0
59,12,3,down,0.0,Plk1_rate_down_0
59,12,3,down,0.0,Plk1_rate_down_0
59,12,3,down,0.0,Plk1_rate_down_0
59,13,2,down,0.0,Plk1_rate_down_0
59,13,2,down,0.0,Plk1_rate_down_0
59,13,2,down,0.0,Plk1_rate_down_0
59,13,2,down,0.0,Plk1_rate_down_0
59,14,1,down,0.0,Plk1_rate_down_0
59,14,1,down,0.0,Plk1_rate_down_0
59,14,1,down,0.0,Plk1_rate_down_0
59,14,1,down,0.0,Plk1_rate_down_0
59,14,1,down,0.0,Plk1_rate_down_0
59,14,1,down,0.0,Plk1_rate_down_0
59,15,2,down,0.0,Plk1_rate_down_0
59,15,2,down,0.0,Plk1_rate_down_0
59,16,2,down,0.0,Plk1_rate_down_0
59,16,2,down,0.0,Plk1_rate_down_0
59,16,2,down,0.0,Plk1_rate_down_0
59,16,2,down,0.0,Plk1_rate_down_0
59,16,2,down,0.0,Plk1_rate_down_0
59,16,2,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,17,3,down,0.0,Plk1_rate_down_0
59,18,4,down,0.0,Plk1_rate_down_0
59,18,4,down,0.0,Plk1_rate_down_0
59,18,4,down,0.0,Plk1_rate_down_0
59,19,3,down,0.0,Plk1_rate_down_0
59,19,3,down,0.0,Plk1_rate_down_0
59,19,3,down,0.0,Plk1_rate_down_0
59,20,3,down,0.0,Plk1_rate_down_0
59,20,3,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,21,4,down,0.0,Plk1_rate_down_0
59,22,4,down,0.0,Plk1_rate_down_0
59,22,4,down,0.0,Plk1_rate_down_0
59,22,4,down,0.0,Plk1_rate_down_0
59,23,3,down,0.0,Plk1_rate_down_0
59,23,3,down,0.0,Plk1_rate_down_0
59,23,3,down,0.0,Plk1_rate_down_0
59,23,3,down,0.0,Plk1_rate_down_0
59,23,3,down,0.0,Plk1_rate_down_0
59,24,4,down,0.0,Plk1_rate_down_0
59,24,4,down,0.0,Plk1_rate_down_0
59,24,4,down,0.0,Plk1_rate_down_0
59,24,4,down,0.0,Plk1_rate_down_0
59,25,2,down,0.0,Plk1_rate_down_0
59,25,2,down,0.0,Plk1_rate_down_0
59,26,3,down,0.0,Plk1_rate_down_0
59,26,3,down,0.0,Plk1_rate_down_0
59,26,3,down,0.0,Plk1_rate_down_0
59,26,3,down,0.0,Plk1_rate_down_0
59,26,3,down,0.0,Plk1_rate_down_0
59,26,3,down,0.0,Plk1_rate_down_0
59,27,3,down,0.0,Plk1_rate_down_0
59,27,3,down,0.0,Plk1_rate_down_0
59,27,3,down,0.0,Plk1_rate_down_0
59,27,3,down,0.0,Plk1_rate_down_0
59,28,2,down,0.0,Plk1_rate_down_0
59,28,2,down,0.0,Plk1_rate_down_0
59,28,2,down,0.0,Plk1_rate_down_0
59,28,2,down,0.0,Plk1_rate_down_0
59,29,3,down,0.0,Plk1_rate_down_0
59,29,3,down,0.0,Plk1_rate_down_0
59,29,3,down,0.0,Plk1_rate_down_0
59,29,3,down,0.0,Plk1_rate_down_0
59,30,5,down,0.0,Plk1_rate_down_0
59,30,5,down,0.0,Plk1_rate_down_0
59,30,5,down,0.0,Plk1_rate_down_0
59,30,5,down,0.0,Plk1_rate_down_0
59,31,3,down,0.0,Plk1_rate_down_0
59,31,3,down,0.0,Plk1_rate_down_0
59,31,3,down,0.0,Plk1_rate_down_0
59,31,3,down,0.0,Plk1_rate_down_0
59,32,2,down,0.0,Plk1_rate_down_0
59,32,2,down,0.0,Plk1_rate_down_0
59,32,2,down,0.0,Plk1_rate_down_0
59,33,4,down,0.0,Plk1_rate_down_0
59,33,4,down,0.0,Plk1_rate_down_0
59,33,4,down,0.0,Plk1_rate_down_0
59,33,4,down,0.0,Plk1_rate_down_0
59,34,4,down,0.0,Plk1_rate_down_0
59,34,4,down,0.0,Plk1_rate_down_0
59,34,4,down,0.0,Plk1_rate_down_0
59,34,4,down,0.0,Plk1_rate_down_0
59,34,4,down,0.0,Plk1_rate_down_0
59,35,3,down,0.0,Plk1_rate_down_0
59,35,3,down,0.0,Plk1_rate_down_0
59,35,3,down,0.0,Plk1_rate_down_0
59,35,3,down,0.0,Plk1_rate_down_0
59,35,3,down,0.0,Plk1_rate_down_0
59,36,2,down,0.0,Plk1_rate_down_0
59,36,2,down,0.0,Plk1_rate_down_0
59,36,2,down,0.0,Plk1_rate_down_0
59,36,2,down,0.0,Plk1_rate_down_0
59,36,2,down,0.0,Plk1_rate_down_0
59,37,5,down,0.0,Plk1_rate_down_0
59,37,5,down,0.0,Plk1_rate_down_0
59,37,5,down,0.0,Plk1_rate_down_0
59,37,5,down,0.0,Plk1_rate_down_0
59,37,5,down,0.0,Plk1_rate_down_0
59,37,5,down,0.0,Plk1_rate_down_0
59,38,5,down,0.0,Plk1_rate_down_0
59,38,5,down,0.0,Plk1_rate_down_0
59,38,5,down,0.0,Plk1_rate_down_0
59,38,5,down,0.0,Plk1_rate_down_0
59,38,5,down,0.0,Plk1_rate_down_0
59,38,5,down,0.0,Plk1_rate_down_0
59,39,2,down,0.0,Plk1_rate_down_0
59,39,2,down,0.0,Plk1_rate_down_0
59,39,2,down,0.0,Plk1_rate_down_0
59,39,2,down,0.0,Plk1_rate_down_0
59,39,2,down,0.0,Plk1_rate_down_0
59,40,4,down,0.0,Plk1_rate_down_0
59,40,4,down,0.0,Plk1_rate_down_0
59,40,4,down,0.0,Plk1_rate_down_0
59,41,4,down,0.0,Plk1_rate_down_0
59,41,4,down,0.0,Plk1_rate_down_0
59,41,4,down,0.0,Plk1_rate_down_0
59,41,4,down,0.0,Plk1_rate_down_0
59,41,4,down,0.0,Plk1_rate_down_0
59,41,4,down,0.0,Plk1_rate_down_0
59,42,6,down,0.0,Plk1_rate_down_0
59,42,6,down,0.0,Plk1_rate_down_0
59,42,6,down,0.0,Plk1_rate_down_0
59,42,6,down,0.0,Plk1_rate_down_0
59,43,3,down,0.0,Plk1_rate_down_0
59,43,3,down,0.0,Plk1_rate_down_0
59,43,3,down,0.0,Plk1_rate_down_0
59,43,3,down,0.0,Plk1_rate_down_0
59,43,3,down,0.0,Plk1_rate_down_0
59,43,3,down,0.0,Plk1_rate_down_0
59,44,4,down,0.0,Plk1_rate_down_0
59,44,4,down,0.0,Plk1_rate_down_0
59,44,4,down,0.0,Plk1_rate_down_0
59,44,4,down,0.0,Plk1_rate_down_0
59,44,4,down,0.0,Plk1_rate_down_0
59,45,5,down,0.0,Plk1_rate_down_0
59,45,5,down,0.0,Plk1_rate_down_0
59,45,5,down,0.0,Plk1_rate_down_0
59,45,5,down,0.0,Plk1_rate_down_0
59,46,3,down,0.0,Plk1_rate_down_0
59,46,3,down,0.0,Plk1_rate_down_0
59,46,3,down,0.0,Plk1_rate_down_0
59,46,3,down,0.0,Plk1_rate_down_0
59,46,3,down,0.0,Plk1_rate_down_0
59,47,5,down,0.0,Plk1_rate_down_0
59,47,5,down,0.0,Plk1_rate_down_0
59,47,5,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,48,3,down,0.0,Plk1_rate_down_0
59,49,2,down,0.0,Plk1_rate_down_0
59,49,2,down,0.0,Plk1_rate_down_0
59,49,2,down,0.0,Plk1_rate_down_0
59,49,2,down,0.0,Plk1_rate_down_0
59,50,3,down,0.0,Plk1_rate_down_0
59,50,3,down,0.0,Plk1_rate_down_0
59,50,3,down,0.0,Plk1_rate_down_0
59,51,6,down,0.0,Plk1_rate_down_0
59,51,6,down,0.0,Plk1_rate_down_0
59,51,6,down,0.0,Plk1_rate_down_0
59,51,6,down,0.0,Plk1_rate_down_0
59,51,6,down,0.0,Plk1_rate_down_0
59,52,3,down,0.0,Plk1_rate_down_0
